Ob,CASE_STATUS,CASE_SUBMITTED,DECISION_DATE,VISA_CLASS,EMPLOYMENT_START_DATE,EMPLOYMENT_END_DATE,EMPLOYER_NAME,EMPLOYER_BUSINESS_DBA,EMPLOYER_ADDRESS,EMPLOYER_CITY,EMPLOYER_STATE,EMPLOYER_POSTAL_CODE,EMPLOYER_COUNTRY,EMPLOYER_PROVINCE,EMPLOYER_PHONE,EMPLOYER_PHONE_EXT,AGENT_REPRESENTING_EMPLOYER,AGENT_ATTORNEY_NAME,AGENT_ATTORNEY_CITY,AGENT_ATTORNEY_STATE,JOB_TITLE,SOC_CODE,SOC_NAME,NAICS_CODE,TOTAL_WORKERS,NEW_EMPLOYMENT,CONTINUED_EMPLOYMENT,CHANGE_PREVIOUS_EMPLOYMENT,NEW_CONCURRENT_EMPLOYMENT,CHANGE_EMPLOYER,AMENDED_PETITION,FULL_TIME_POSITION,PREVAILING_WAGE,PW_UNIT_OF_PAY,PW_WAGE_LEVEL,PW_SOURCE,PW_SOURCE_YEAR,PW_SOURCE_OTHER,WAGE_RATE_OF_PAY_FROM,WAGE_RATE_OF_PAY_TO,WAGE_UNIT_OF_PAY,H1B_DEPENDENT,WILLFUL_VIOLATOR,SUPPORT_H1B,LABOR_CON_AGREE,PUBLIC_DISCLOSURE_LOCATION,WORKSITE_CITY,WORKSITE_COUNTY,WORKSITE_STATE,WORKSITE_POSTAL_CODE,ORIGINAL_CERT_DATE
1282,DENIED,3/23/2017,3/25/2017,H-1B,9/13/2017,9/12/2020,"QUEST GLOBAL SERVICES-NA, INC",,111 FOUNDERS PLAZA,EAST HARTFORD,CT,6108,UNITED STATES OF AMERICA,,8607871555,,N,",",,,PROJECT LEADER,17-2141,MECHANICAL ENGINEERS,541330,1,1,0,0,0,0,0,Y,53394,Year,Level I,OES,2016,OFLC ONLINE DATA CENTER,60000,61000,Year,N,N,,,NA,CHARLOTTE,MECKLENBURG,NC,28273,
1283,DENIED,3/14/2017,3/17/2017,H-1B,9/11/2017,9/10/2020,GOOGLE INC.,,1600 AMPHITHEATRE PARKWAY,MOUNTAIN VIEW,CA,94043,UNITED STATES OF AMERICA,,6502534513,,Y,"ANDREWS, SHANE",DALLAS,TX,SOFTWARE ENGINEER 1615.7157,15-1132,"SOFTWARE DEVELOPERS, APPLICATIONS",541512,1,0,1,0,0,0,0,Y,124675,Year,Level II,OES,2016,OFLC ONLINE DATA CENTER,145000,0,Year,N,N,,,NA,MOUNTAIN VIEW,SANTA CLARA,CA,94043,
1284,DENIED,1/11/2017,1/17/2017,H-1B,1/11/2017,1/11/2019,INFO WAY SOLUTIONS LLC,,46520 FREMONT BLVD,FREMONT,CA,94538,UNITED STATES OF AMERICA,94538,9254359672,,N,",",,,COMPUTER SYSTEMS ANALYST,15-1121,COMPUTER SYSTEMS ANALYSTS,541511,1,0,1,0,0,0,0,Y,25.45,Hour,Level II,OES,2016,,28,0,Hour,Y,N,Y,Y,NA,DOWER,STRAFFORD COUNTY,NH,3820,
1285,DENIED,12/19/2016,12/19/2016,H-1B,1/16/2017,1/16/2020,"TEVA PHARMACEUTICALS USA, INC.",,1070 HORSHAM ROAD,NORTH WALES,PA,19454,UNITED STATES OF AMERICA,,2674684023,1004023,Y,"AMMORI, CHRISTOPHER",WEST BLOOMFIELD,MI,SENIOR DRUG SAFETY ASSOCIATES,19-1042,"MEDICAL SCIENTISTS, EXCEPT EPIDEMIOLOGISTS",32541,1,0,0,0,0,1,0,Y,81557,Year,Level II,OES,2016,OFLC ONLINE DATA CENTER,85000,0,Year,N,N,,,NA,HORSHAM,MONTGOMERY,PA,19044,
1286,DENIED,11/17/2016,11/17/2016,H-1B,5/19/2017,5/16/2020,IBM INDIA PRIVATE LIMITED,,3039 CORNWALLIS ROAD,DURHAM,NC,27709,UNITED STATES OF AMERICA,,9192541582,,N,",",,,IT SPECIALIST,15-1131,COMPUTER PROGRAMMERS,54151,1,1,0,0,0,0,0,Y,45781,Year,Level II,OES,2016,OFLC ONLINE DATA CENTER,71319,0,Year,N,N,,,NA,MONROE,OUACHITA,LA,71201,
1287,DENIED,8/2/2017,8/2/2017,H-1B,8/9/2017,8/9/2020,"THEMESOFT, INC.",,13601 PRESTON ROAD,DALLAS,TX,75240,,,,,,",",,,SOFTWARE ENGINEER,15-1132,"SOFTWARE DEVELOPERS, APPLICATIONS",54151,1,0,0,0,0,1,0,Y,42.66,Hour,,OES,2017,OFLC ONLINE DATA CENTER,45,55,Hour,Y,N,Y,,NA,SAN JOSE,SANTA CLARA,CA,95134,
1288,DENIED,10/4/2016,10/5/2016,H-1B,1/1/2017,12/31/2019,IBM INDIA PRIVATE LIMITED,,3039 CORNWALLIS ROAD,DURHAM,NC,27709,UNITED STATES OF AMERICA,,9195431821,,N,",",,,APPLICATION PROGRAMMER,15-1131,COMPUTER PROGRAMMERS,54151,1,0,1,0,0,0,0,Y,73070,Year,Level II,OES,2016,OFLC ONLINE DATA CENTER,81910,83603,Year,N,N,,,NA,WILMINGTON,NEW CASTLE,DE,19803,
1289,DENIED,2/28/2017,3/1/2017,H-1B,4/1/2017,3/31/2020,KADIMA.VENTURES,,4960 S GILBERT RD,CHANDLER,AZ,85249,UNITED STATES OF AMERICA,,4805270270,,N,",",,,INFORMATION TECHNOLOGY PROJECT MANAGER,15-1199,"COMPUTER OCCUPATIONS, ALL OTHER",519190,1,1,0,0,0,0,0,Y,91630,Year,Level IV,OES,2016,OFLC ONLINE DATA CENTER,91000,0,Year,N,N,,Y,NA,SAN JOSE,SANTA CLARA,CA,95134,
1290,DENIED,1/24/2017,1/24/2017,H-1B,1/24/2017,1/24/2020,MERGEN IT LLC,,17400 DALLAS PARKWAY,DALLAS,TX,75287,UNITED STATES OF AMERICA,,7066334318,,Y,"AKULA, KAVITHA",DALLAS,TX,SYSTEMS ADMINISTRATOR,15-1142,NETWORK AND COMPUTER SYSTEMS ADMINISTRATORS,541511,1,0,0,1,0,0,0,Y,59592,Year,Level I,OES,2016,OFLC ONLINE DATA CENTER,65000,0,Year,N,N,,,NA,COPPELL,DALLAS,TX,75019,
1291,DENIED,9/20/2017,9/20/2017,E-3 Australian,3/11/2018,3/10/2020,AMAZON CORPORATE LLC,,2021 7TH AVENUE,SEATTLE,WA,98121,,,,,,",",,,SUPPORT ENGINEER,15-1142,NETWORK AND COMPUTER SYSTEMS ADMINISTRATORS,454111,1,0,1,0,0,0,0,Y,79685,Year,,OES,2017,OFLC ONLINE DATA CENTER,112400,0,Year,,,,,NA,SEATTLE,KING,WA,98109,
1292,DENIED,8/10/2017,8/10/2017,H-1B,8/17/2017,8/17/2020,"INDSOFT, INC.",,1560 WALL STREET,NAPERVILLE,IL,60563,,,,,,",",,,SOFTWARE ENGINEER,15-1132,"SOFTWARE DEVELOPERS, APPLICATIONS",5415,1,0,0,1,0,0,0,Y,112549,Year,,OES,2017,OFLC ONLINE DATA CENTER,112549,0,Year,Y,N,Y,,NA,REDMOND,KING,WA,98052,
1293,DENIED,3/3/2017,3/8/2017,H-1B,9/2/2017,9/1/2020,"CLOUDRAY, INC.",,104 INTERCHANGE PLAZA,MONROE,NJ,8831,UNITED STATES OF AMERICA,,7326319020,,Y,"RAY, ANTHONY",CHICAGO,IL,QUALITY ASSURANCE ENGINEER,15-1121,COMPUTER SYSTEMS ANALYSTS,541512,1,1,0,0,0,0,0,Y,47154,Year,Level I,OES,2017,OFLC ONLINE DATA CENTER,50000,0,Year,Y,N,Y,Y,NA,ALPHARETTA,FULTON,GA,30022,
1294,DENIED,11/23/2016,11/28/2016,H-1B,1/1/2017,12/31/2019,"PRIORITY FULFILLMENT SERVICES, INC.","PFSWEB, INC.",505 MILLENNIUM DRIVE,ALLEN,TX,75013,UNITED STATES OF AMERICA,,9728812900,,Y,"ZEDGINIDZE, TINA",BLOOMINGTON,MN,TECHNICAL ARCHITECT,15-1132,"SOFTWARE DEVELOPERS, APPLICATIONS",541511,1,0,0,0,0,1,0,Y,108264,Year,Level IV,OES,2016,OFLC ONLINE DATA CENTER,114839.14,0,Year,N,N,,,NA,EDEN PRAIRIE,HENNEPIN,MN,55344,
1295,DENIED,3/20/2017,3/20/2017,H-1B,9/19/2017,9/18/2020,INTERNATIONAL ENGLISH PREP ACADEMY LLC,,8301 CROSSLAND LOOP,MONTGOMERY,AL,36117,UNITED STATES OF AMERICA,,3342399544,,Y,"CLARK, AIMEE",ATLANTA,GA,STRATEGIC MANAGER,Nov-51,SOCIAL AND COMMUNITY SERVICE MANAGERS,61169,1,1,0,0,0,0,0,N,20.14,Hour,Level I,OES,2017,OFLC ONLINE DATA CENTER,26.4,31,Hour,N,N,,,NA,MONTGOMERY,MONTGOMERY,AL,36117,
1296,DENIED,3/1/2017,3/1/2017,H-1B,3/13/2017,3/12/2020,FLOW INTERNATIONAL CORPORATION,,23500 64TH AVENUE SOUTH,KENT,WA,98032,UNITED STATES OF AMERICA,,2538503500,,Y,"CHRISTOFFERSEN, LISA",SEATTLE,WA,SR. SUPPLIER QUALITY DEVELOPMENT ENGINEER,17-2112,INDUSTRIAL ENGINEERS,333298,1,0,0,0,0,1,0,Y,104042,Year,Level III,OES,2016,OFLC ONLINE DATA CENTER,105000,115000,Year,N,N,,,NA,KENT,KING,WA,98032,
1297,DENIED,3/30/2017,4/5/2017,E-3 Australian,6/14/2017,6/14/2019,HEROES ACADEMY,,1259 W COBBLEFIELD CT,MERIDIAN,ID,83646,UNITED STATES OF AMERICA,,2089914376,,N,",",,,APPRENTICE GUIDE,25-3099,"TEACHERS AND INSTRUCTORS, ALL OTHER",6111,1,1,0,0,0,0,0,Y,24993,Year,Level II,OES,2016,,28000,0,Year,,,,,NA,BOISE,ADA,ID,83713,
1298,DENIED,3/9/2017,3/15/2017,H-1B,9/7/2017,9/6/2020,KELLTON TECH INC,,3 INDEPENDENCE WAY,PRINCETON,NJ,8540,UNITED STATES OF AMERICA,,7326402360,,N,",",,,PROGRAMMER ANALYST,15-1131,COMPUTER PROGRAMMERS,541511,1,1,0,0,0,0,0,Y,63357,Year,Level I,Other,2017,OFLC ONLINE DATA CENTER,70000,0,Year,Y,N,Y,Y,NA,PRINCETON,MERCER,NJ,8540,
1299,DENIED,2/17/2017,2/23/2017,E-3 Australian,3/20/2017,4/30/2017,TRIBECA FILM FESTIVAL NYC LLC,TRIBECA FILM FESTIVAL,375 GREENWICH STREET,NEW YORK,NY,10013,UNITED STATES OF AMERICA,,2129414000,,N,",",,,PANELS COORDINATOR,13-1121,"MEETING, CONVENTION, AND EVENT PLANNERS",5418,1,0,1,0,0,0,0,N,16.25,Hour,,OES,2015,OFLC ONLINE DATA CENTER,650,0,Week,,,,,NA,NEW YORK,NEW YORK,NY,10013,
1300,DENIED,11/11/2016,11/11/2016,H-1B,5/13/2017,5/11/2020,IBM INDIA PRIVATE LIMITED,,3039 CORNWALLIS ROAD,DURHAM,NC,27709,UNITED STATES OF AMERICA,,9194862694,,N,",",,,SENIOR SYSTEM ENGINEER,15-1131,COMPUTER PROGRAMMERS,54151,1,1,0,0,0,0,0,Y,45781,Year,Level II,OES,2016,OFLC ONLINE DATA CENTER,71319,0,Year,N,N,,,NA,MONROE,OUACHITA,LA,71201,
1301,DENIED,7/24/2017,7/24/2017,H-1B,9/1/2017,12/31/2017,CORNELL UNIVERSITY,,B50 CALDWELL HALL,ITHACA,NY,14853,,,,,,",",,,VISITING LECTURER,25-1031,"ARCHITECTURE TEACHERS, POSTSECONDARY",6113,1,1,0,0,0,0,0,N,28.32,Hour,,Other,2017,OFLC ONLINE DATA CENTER,39.06,0,Hour,N,N,,Y,NA,NEW YORK,NEW YORK,NY,10001,
1302,DENIED,5/5/2017,5/12/2017,H-1B,5/6/2017,5/5/2020,UNIQUE KEY RESOURCES INC,,91 PEYTON PARKWAY  SUITE 102,COLLIERVILLE,TN,38017,UNITED STATES OF AMERICA,,9014577548,,N,",",,,BUSINESS ANALYST,15-1199,"COMPUTER OCCUPATIONS, ALL OTHER",541511,1,0,1,0,0,0,1,Y,65666,Year,Level II,Other,2016,OFLC ONLINE DATA CENTER,70000,0,Year,N,N,Y,Y,NA,REDMOND,KING COUNTY,WA,98052,
1303,DENIED,3/28/2017,4/3/2017,H-1B,9/15/2017,9/15/2020,GIORGIO ARMANI CORPORATION,,450 WEST 15TH STREET,NEW YORK,NY,10011,UNITED STATES OF AMERICA,,2122093546,,Y,"HAMILL, JOHN",NEW YORK,NY,"SENIOR VICE PRESIDENT, DIFFUSION DIVISION",11-1011,CHIEF EXECUTIVES,315999,1,1,0,0,0,0,0,Y,284211,Year,Level IV,OES,2016,OFLC ONLINE DATA CENTER,425000,0,Year,N,N,,,NA,NEW YORK,NEW YORK,NY,10011,
1304,DENIED,1/26/2017,1/30/2017,H-1B,2/6/2017,2/5/2020,"NETSMART TECHNOLOGIES, INC.",,4950 COLLEGE BOULEVARD,OVERLAND PARK,KS,66211,UNITED STATES OF AMERICA,,9136962830,,Y,"LITTLE, HANNAH",CHARLOTTE,NC,SOFTWARE ENGINEER,15-1132,"SOFTWARE DEVELOPERS, APPLICATIONS",541511,1,0,0,0,0,0,1,Y,80933,Year,Level II,OES,2016,OFLC ONLINE DATA CENTER,94554,118260,Year,N,N,,Y,NA,RALEIGH,NORTH CAROLINA,NC,27615,
1305,DENIED,12/12/2014,10/13/2016,H-1B,12/22/2014,12/21/2017,AMAZON CORPORATE LLC,,440 TERRY AVENUE NORTH,SEATTLE,WA,98109,UNITED STATES OF AMERICA,,2062669562,,Y,"ROEDER, MILES",BOSTON,MA,SOFTWARE DEVELOPMENT ENGINEER II,15-1132,"SOFTWARE DEVELOPERS, APPLICATIONS",454111,1,0,0,0,0,1,0,Y,97219,Year,Level II,OES,2014,OFLC ONLINE DATA CENTER,137000,0,Year,N,N,,,NA,SEATTLE,KING,WA,98109,
1306,DENIED,6/20/2017,6/21/2017,H-1B,7/3/2017,7/3/2020,IBM CORPORATION,,3039 E CORNWALLIS RD,DURHAM,NC,27709-2195,UNITED STATES OF AMERICA,,9195430571,,Y,"PELOQUIN, TINA",NEW YORK,NY,PACKAGE SOLUTION CONSULTANT,15-1132,"SOFTWARE DEVELOPERS, APPLICATIONS",54151,1,0,0,0,0,0,1,Y,85197,Year,Level II,OES,2016,OFLC ONLINE DATA CENTER,124756,124756,Year,N,N,,,NA,PLANO,COLLIN,TX,75024,
1307,DENIED,9/28/2017,9/29/2017,H-1B,3/30/2018,3/30/2021,"HITACHI AUTOMOTIVE SYSTEMS AMERICAS, INC.",,34500 GRAND RIVER AVENUE,FARMINGTON HILLS,MI,48335,,,,,,",",,,LEAD PROGRAM MANAGER,Nov-51,INDUSTRIAL PRODUCTION MANAGERS,336320,1,0,1,0,0,0,0,Y,97698,Year,,OES,2017,OFLC ONLINE DATA CENTER,109536.7,0,Year,N,N,,,NA,FARMINGTON HILLS,OAKLAND,MI,48335,
1308,DENIED,1/2/2017,1/5/2017,H-1B,1/23/2017,5/26/2019,DYNAMIC ITSOLUTIONS INC,,804 N MEADOWBROOK DRIVE,OLATHE,KS,66062,UNITED STATES OF AMERICA,,9135684387,,Y,"LOOPS, ADAM",NAPERVILLE,IL,EPIC CLARITY REPORT WRITER (HEALTHCARE INFORMATICIST),15-1121,COMPUTER SYSTEMS ANALYSTS,541511,1,0,0,0,0,0,1,Y,78000,Year,Level II,OES,2017,OFLC ONLINE DATA CENTER,77813,0,Year,Y,Y,Y,Y,NA,HAMDEN,NEW HAVEN (HAMDEN),CT,6518,
1309,DENIED,9/6/2017,9/12/2017,H-1B,2/19/2018,2/18/2021,"RBC CAPITAL MARKETS, LLC",,THREE WORLD FINANCIAL CENTER,NEW YORK,NY,10281-1021,,,,,,",",,,"ASSOCIATE DIRECTOR, CCAR OFFICE",21-Nov,COMPUTER AND INFORMATION SYSTEMS MANAGERS,523110,1,0,1,0,0,0,0,Y,149843,Year,,OES,2017,OFLC ONLINE DATA CENTER,149843,170000,Year,N,N,,,NA,JERSEY CITY,HUDSON,NJ,7302,
1310,DENIED,1/6/2017,1/6/2017,H-1B,6/6/2017,6/5/2020,"MONEYGRAM INTERNATIONAL, INC.",,2828 N HARWOOD ST,DALLAS,TX,75201,UNITED STATES OF AMERICA,,2149997656,,Y,"VILLALOBOS, MELINA",RALEIGH,NC,IT ENGINEER IV,15-1141,DATABASE ADMINISTRATORS,522320,1,0,0,1,0,0,0,Y,105206,Year,Level IV,OES,2016,OFLC ONLINE DATA CENTER,128000,0,Year,N,N,,,NA,MINNEAPOLIS,HENNEPIN,MN,55416,
1311,DENIED,3/19/2017,3/19/2017,H-1B,9/16/2017,9/15/2020,ZILLION TECHNOLOGIES INC.,,45189 RESEARCH PLACE,ASHBURN,VA,20147,UNITED STATES OF AMERICA,,5712571629,,Y,"SHAH, DEVANG",ROCKVILLE,MD,SYSTEMS ENGINEER,15-1132,"SOFTWARE DEVELOPERS, APPLICATIONS",541511,1,1,0,0,0,0,0,Y,53040,Year,Level I,OES,2016,OFLC ONLINE DATA CENTER,71000,0,Year,Y,N,Y,,NA,ST. PETERSBURG,PINELLAS,FL,33176,
1312,DENIED,10/20/2015,7/20/2017,H-1B,1/1/2016,12/31/2018,IBM INDIA PRIVATE LIMITED,,3039 CORNWALLIS ROAD,DURHAM,NC,27709,,,,,,",",,,SENIOR SYSTEMS ENGINEER,15-1131,COMPUTER PROGRAMMERS,541510,1,0,0,0,0,0,1,Y,58490,Year,,OES,2015,OFLC ONLINE DATA CENTER,96381,0,Year,N,N,,,NA,PETALUMA,SONOMA,CA,94954,
1313,DENIED,8/3/2017,8/8/2017,H-1B,9/2/2017,9/1/2020,"ITC INFOTECH (USA), INC.",,12 ROUTE 17 NORTH,PARAMUS,NJ,7652,,,,,,",",,,SOLUTIONS ARCHITECT,15-1199,"COMPUTER OCCUPATIONS, ALL OTHER",5415,1,0,1,0,0,0,0,Y,51064,Year,,OES,2017,OFLC ONLINE DATA CENTER,68000,0,Year,Y,N,Y,Y,NA,PARAMUS,BERGEN,NJ,7652,
1314,DENIED,2/27/2017,2/28/2017,H-1B,8/27/2017,8/26/2020,"S&S INTERNATIONAL, LLC",,9999 BELLAIRE BLVD,HOUSTON,TX,77036,UNITED STATES OF AMERICA,,7132726888,,Y,"GAO, YAN",NASHVILLE,TN,LOGISTICS COORDINATOR,13-1081,LOGISTICIANS,424990,1,1,0,0,0,0,0,Y,57699,Year,Level I,OES,2017,OFLC ONLINE DATA CENTER,57700,0,Year,N,N,,Y,NA,CAMPTON,LOS ANGELES,CA,90220,
1315,DENIED,6/19/2017,6/19/2017,H-1B,6/26/2017,6/26/2020,"NXP USA, INC.",,6501 WILLIAM CANNON DRIVE WEST,AUSTIN,TX,78735,UNITED STATES OF AMERICA,,5128952905,,Y,"TANG, CAROLINE",AUSTIN,TX,PRINCIPAL PHYSICAL DESIGN ENGINEER IV,17-2072,"ELECTRONICS ENGINEERS, EXCEPT COMPUTER",334413,1,0,0,0,0,1,0,Y,128981,Year,Level III,OES,2017,OFLC ONLINE DATA CENTER,130000,0,Year,N,N,,,NA,AUSTIN,TRAVIS,TX,78735,
1316,DENIED,2/6/2017,2/7/2017,H-1B,2/3/2017,2/3/2020,NETOBJEX INC.,,92 CORPORATE PARK,IRVINE,CA,92606,UNITED STATES OF AMERICA,,8559282283,,Y,"SPORN, JUDITH",WESTPORT,CT,FIRMWARE/MOBILE ENGINEER,15-1199,"COMPUTER OCCUPATIONS, ALL OTHER",516110,1,0,0,0,0,1,0,Y,83782,Year,Level III,Other,2017,OFLC ONLINE DATA CENTER,83782,0,Year,N,N,,Y,NA,IRVINE,ORANGE,CA,92606,
1317,DENIED,3/18/2017,3/18/2017,H-1B,9/14/2017,9/13/2020,ZAIS GROUP LLC,,2 BRIDGE AVENUE,RED BANK,NJ,7701,UNITED STATES OF AMERICA,,7325303610,,Y,"NEEDLEMAN, MARCIA",NEW YORK,NY,FINANCIAL ANALYST,13-2051,FINANCIAL ANALYSTS,523920,1,1,0,0,0,0,0,Y,65749,Year,Level I,OES,2016,OFLC ONLINE DATA CENTER,80000,0,Year,N,N,,Y,NA,RED BANK,MONMOUTH,NJ,7701,
1318,DENIED,3/22/2017,3/23/2017,H-1B,9/18/2017,9/17/2020,VYADVIK INC,,700 CENTRAL EXPY S,ALLEN,TX,75013,UNITED STATES OF AMERICA,,8555892384,,N,",",,,SOFTWARE DEVELOPER,15-1132,"SOFTWARE DEVELOPERS, APPLICATIONS",541511,4,4,0,0,0,0,0,Y,68827,Year,Level I,OES,2017,,78827,0,Year,Y,N,Y,Y,NA,ALLEN,COLLIN,TX,75013,
1319,DENIED,7/31/2014,7/14/2017,H-1B,1/8/2015,1/8/2018,PENGUIN RANDOM HOUSE LLC,,1745 BROADWAY,NEW YORK,NY,10019,,,,,,",",,,"ASSISTANT MANAGER, DIGITAL PRODUCTION",27-3041,EDITORS,51130,1,0,0,1,0,0,0,Y,30.51,Hour,,OES,2014,OFLC ONLINE DATA CENTER,31.7,0,Hour,N,N,,,NA,NEW YORK,NEW YORK,NY,10014,
1320,DENIED,4/11/2017,8/14/2017,H-1B,4/28/2017,4/27/2020,"UNIVERSITY OF PHOENIX, INC., AN APOLLO EDUCATION GROUP, INC. COMPANY",,4025 S. RIVERPOINT PARKWAY,PHOENIX,AZ,85040,UNITED STATES OF AMERICA,,4809665394,,Y,"SPIEGEL, LISA",SAN FRANCISCO,CA,IT SOFTWARE DEVELOPMENT MANAGER,21-Nov,COMPUTER AND INFORMATION SYSTEMS MANAGERS,611310,1,0,0,0,0,1,0,Y,113589,Year,Level II,OES,2016,OFLC ONLINE DATA CENTER,126000,0,Year,N,N,,Y,NA,PHOENIX,MARICOPA,AZ,95040,
1321,DENIED,11/19/2015,8/17/2017,H-1B,12/7/2015,12/6/2018,"INDEED, INC.",,7501 NORTH CAPITAL OF TEXAS HIGHWAY,AUSTIN,TX,78731,,,,,,",",,,"GROWTH MARKETING ANALYST, SEM",15-1131,COMPUTER PROGRAMMERS,518112,1,0,0,0,0,1,0,Y,88005,Year,,OES,2015,OFLC ONLINE DATA CENTER,88005,90000,Year,N,N,,,NA,AUSTIN,TRAVIS,TX,78731,
1322,DENIED,3/15/2017,3/15/2017,H-1B,9/14/2017,9/13/2020,"ENCORE REHABILITATION SERVICES, INC.",,33533 W. 12 MILE ROAD,FARMINGTON HILLS,MI,48331,UNITED STATES OF AMERICA,,2488651177,100,Y,"VAZQUEZ, SUZANNE",ORLANDO,FL,PHYSICAL THERAPIST,29-1123,PHYSICAL THERAPISTS,62134,1,1,0,0,0,0,0,Y,37.85,Hour,Level II,OES,2016,OFLC ONLINE DATA CENTER,39,39,Hour,N,N,,Y,NA,WEBSTER,HARRIS,TX,77598,
1323,DENIED,3/9/2017,3/9/2017,H-1B,9/8/2017,9/7/2020,CPC ENTERPRISES INC.,COLLEGIATE PRESS,P.O. BOX 2320160,BOSTON,MA,2123,UNITED STATES OF AMERICA,,6173735880,,Y,"WINER, STEVEN",CONCORD,NH,ACCOUNTANT,13-2011,ACCOUNTANTS AND AUDITORS,3231,1,0,1,0,0,0,0,Y,26.69,Hour,Level I,OES,2016,OFLC ONLINE DATA CENTER,26.69,0,Hour,N,N,,Y,NA,WALTHAM,MIDDLESEX,MA,2453,
1324,DENIED,2/9/2017,2/13/2017,H-1B,7/30/2017,7/29/2020,"DATUM ENGINEERS, INC.",,6516 FOREST PARK ROAD,DALLAS,TX,75235,UNITED STATES OF AMERICA,,2143580174,,Y,"HARRISON-DONALDSON, KIMBERLY",COLUMBUS,OH,STRUCTURAL ENGINEER,17-2051,CIVIL ENGINEERS,541330,5,5,0,0,0,0,0,Y,63960,Year,Level I,OES,2017,OFLC ONLINE DATA CENTER,64000,0,Year,N,N,,,NA,DALLAS,DALLAS,TX,75235,
1325,DENIED,8/25/2017,8/25/2017,H-1B,9/7/2017,9/7/2020,VUEGEN TECHNOLOGIES INC.,,2500 WEST HIGGINS ROAD,HOFFMAN ESTATES,IL,60169,,,,,,",",,,IT PROJECT MANAGER,15-1199,"COMPUTER OCCUPATIONS, ALL OTHER",541511,1,0,0,0,0,1,0,Y,84365,Year,,OES,2017,OFLC ONLINE DATA CENTER,90000,0,Year,Y,N,Y,,NA,O'FALLON,SAINT CHARLES COUNTY,MO,63368,
1326,DENIED,3/14/2017,3/20/2017,H-1B,8/8/2017,8/8/2020,"ATHARVA TECHNOLOGIES, INC.",,75 EXECUTIVE DR  SUITE 115,AURORA,IL,60504,UNITED STATES OF AMERICA,,6308202990,,N,",",,,COMPUTER SYSTEM ANALYST,15-1121,COMPUTER SYSTEMS ANALYSTS,541511,2,1,0,0,0,0,0,Y,44886,Year,Level I,Other,2017,FLC DATA CENTER,60000,0,Year,N,N,,Y,NA,AURORA,KANE,IL,60504,
1327,DENIED,8/6/2014,7/26/2017,H-1B,8/18/2014,8/17/2017,AMAZON CORPORATE LLC,,440 TERRY AVENUE NORTH,SEATTLE,WA,98109,,,,,,",",,,SOFTWARE DEVELOPMENT ENGINEER I,15-1132,"SOFTWARE DEVELOPERS, APPLICATIONS",454111,1,0,0,0,0,1,0,Y,81432,Year,,OES,2014,OFLC ONLINE DATA CENTER,106000,0,Year,N,N,,,NA,SEATTLE,KING,WA,98109,
1328,DENIED,6/28/2017,6/29/2017,H-1B,6/28/2017,6/27/2020,"ESYSTEMS, INC.",,100 CANAL POINTE BLVD.,PRINCETON,NJ,8540,UNITED STATES OF AMERICA,,6099457437,,N,",",,,CURAM DEVELOPER,15-1131,COMPUTER PROGRAMMERS,54151,1,0,1,0,0,0,1,Y,68910,Year,Level III,OES,2016,OFLC ONLINE DATA CENTER,110000,150000,Year,Y,N,Y,Y,NA,JEFFERSON CITY,COLE,MO,65109,
1329,DENIED,10/20/2015,7/20/2017,H-1B,1/1/2016,12/31/2018,IBM INDIA PRIVATE LIMITED,,3039 CORNWALLIS ROAD,DURHAM,NC,27709,,,,,,",",,,DATABASE ADMINISTRATOR,15-1131,COMPUTER PROGRAMMERS,541510,1,0,1,0,0,0,0,Y,70096,Year,,OES,2015,OFLC ONLINE DATA CENTER,71319,0,Year,N,N,,,NA,LOVELAND,LARIMER,CO,80538,
1330,DENIED,3/25/2017,3/25/2017,H-1B,9/1/2017,9/1/2020,HANU TECHNOLOGIES LLC,,1333 W MCDERMOTT DR,ALLEN,TX,75013,UNITED STATES OF AMERICA,,9722208217,,Y,"AZHAR, FURQAN",ALLEN,TX,DEVOPS ENGINEER,15-1132,"SOFTWARE DEVELOPERS, APPLICATIONS",54151,1,1,0,0,0,0,0,Y,70866,Year,Level II,Other,2017,OFLC ONLINE DATA CENTER,70803,70803,Year,N,N,,Y,NA,INDIANAPOLIS,MARION,IN,46204,
1331,DENIED,1/26/2017,1/31/2017,H-1B,7/25/2017,7/24/2020,"NORTHERN NEVADA MEDICAL GROUP, LLC",,2385 E. PRATER WAY,SPARKS,NV,89434,UNITED STATES OF AMERICA,,4803537535,,Y,"MORRISON, JAMES",WASHINGTON,DC,INTERVENTIONAL CARDIOLOGIST,29-1069,"PHYSICIANS AND SURGEONS, ALL OTHER",621111,1,0,1,0,0,0,0,Y,146744,Year,Level II,OES,2016,OFLC ONLINE DATA CENTER,4.00E+05,550000,Year,N,N,,,NA,89434,WASHOE,NV,89434,
