Ob,CASE_SUBMITTED,DECISION_DATE,VISA_CLASS,EMPLOYMENT_START_DATE,EMPLOYMENT_END_DATE,EMPLOYER_NAME,EMPLOYER_BUSINESS_DBA,EMPLOYER_ADDRESS,EMPLOYER_CITY,EMPLOYER_STATE,EMPLOYER_POSTAL_CODE,EMPLOYER_COUNTRY,EMPLOYER_PROVINCE,EMPLOYER_PHONE,EMPLOYER_PHONE_EXT,AGENT_REPRESENTING_EMPLOYER,AGENT_ATTORNEY_NAME,AGENT_ATTORNEY_CITY,AGENT_ATTORNEY_STATE,JOB_TITLE,SOC_CODE,SOC_NAME,NAICS_CODE,TOTAL_WORKERS,NEW_EMPLOYMENT,CONTINUED_EMPLOYMENT,CHANGE_PREVIOUS_EMPLOYMENT,NEW_CONCURRENT_EMPLOYMENT,CHANGE_EMPLOYER,AMENDED_PETITION,FULL_TIME_POSITION,PREVAILING_WAGE,PW_UNIT_OF_PAY,PW_WAGE_LEVEL,PW_SOURCE,PW_SOURCE_YEAR,PW_SOURCE_OTHER,WAGE_RATE_OF_PAY_FROM,WAGE_RATE_OF_PAY_TO,WAGE_UNIT_OF_PAY,H1B_DEPENDENT,WILLFUL_VIOLATOR,SUPPORT_H1B,LABOR_CON_AGREE,PUBLIC_DISCLOSURE_LOCATION,WORKSITE_CITY,WORKSITE_COUNTY,WORKSITE_STATE,WORKSITE_POSTAL_CODE,ORIGINAL_CERT_DATE
403,2/28/2017,2/28/2017,H-1B,3/7/2017,3/21/2019,PERSISTENT TELECOM SOLUTIONS INC,,2700 MISSION COLLEGE BLVD,SANTA CLARA,CA,95054,UNITED STATES OF AMERICA,,4082167010,NA,Y,"JETHMALANI, ANIL",NEW YORK,NY,SR. COMPUTER PROGRAMMER ANALYST,15-1121,COMPUTER SYSTEMS ANALYSTS,541512,1,0,0,0,0,0,1,Y,76835,Year,Level I,OES,2016,OFLC ONLINE DATA CENTER,76835,95054,Year,N,N,,,NA,SAN FRANCISCO,SAN FRANCISCO,CA,94105,
404,1/12/2017,1/18/2017,H-1B,3/12/2017,3/12/2020,WEISS ROHLIG USA LLC,,1601 ESTES AVENUE,ELK GROVE VILLAGE,IL,60007,UNITED STATES OF AMERICA,,2245633313,NA,Y,"ESMITS, CHRISTOPHER",CHICAGO,IL,"VICE PRESIDENT, REGIONAL DEVELOPMENT",22-Nov,SALES MANAGERS,488510,1,0,1,0,0,0,0,Y,160098,Year,Level IV,OES,2016,OFLC ONLINE DATA CENTER,183566.16,0,Year,N,N,,Y,NA,ELK GROVE VILLAGE,COOK,IL,60007,
405,4/20/2017,4/20/2017,H-1B,8/16/2017,8/15/2020,UNIVERSITY OF SOUTH CAROLINA,,C/O INTERNATIONAL SUPPORT FOR FACULTY & STAFF,COLUMBIA,SC,29208-0001,UNITED STATES OF AMERICA,,8037770288,NA,N,",",,,ASSISTANT PROFESSOR,25-1124,"FOREIGN LANGUAGE AND LITERATURE TEACHERS,",611310,1,1,0,0,0,0,0,Y,48217,Year,Level II,OES,2016,OFLC ONLINE DATA CENTER,48217,60000,Year,N,N,,Y,NA,COLUMBIA,RICHLAND,SC,29208,
406,12/12/2016,12/14/2016,H-1B,12/26/2016,12/26/2019,EGENCIA LLC,,333 108TH AVENUE NE,BELLEVUE,WA,98004,UNITED STATES OF AMERICA,,4256797200,NA,Y,"GONZALES, MARGRET ANN",SAN FRANCISCO,CA,SOFTWARE DEVELOPMENT ENGINEER,15-1132,"SOFTWARE DEVELOPERS, APPLICATIONS",5191,1,0,0,0,0,1,0,Y,106101,Year,Level II,OES,2016,OFLC ONLINE DATA CENTER,106101,135000,Year,N,N,,,NA,BELLEVUE,KING,WA,98004,
407,3/21/2017,3/22/2017,H-1B,9/20/2017,9/19/2020,"UNIVERSAL GREASE CONSOLIDATORS, INC.",,20 PARK PLAZA,BOSTON,MA,2116,UNITED STATES OF AMERICA,,6179482624,NA,Y,"CRONIN, MADELINE",BOSTON,MA,COMMODITY BROKER,41-4011,"SALES REPRESENTATIVES, WHOLESALE AND",523130,1,1,0,0,0,0,0,Y,58781,Year,Level I,OES,2016,OFLC ONLINE DATA CENTER,58781,0,Year,N,N,,,NA,BOSTON,SUFFOLK,MA,2116,
408,6/13/2017,6/13/2017,H-1B,6/21/2017,6/20/2020,"IT TRAILBLAZERS, LLC",,"2050 STATE ROUTE 27, SUITE 203",NORTH BRUNSWICK,NJ,8902,UNITED STATES OF AMERICA,,7322271772,NA,N,",",,,DATABASE ADMINISTRATORS,15-1141,DATABASE ADMINISTRATORS,541511,1,0,0,0,0,1,0,Y,75421,Year,Level II,OES,2017,OFLC ONLINE DATA CENTER,76000,0,Year,Y,N,Y,Y,NA,CARY,WAKE,NC,27513,
409,9/12/2014,8/18/2017,H-1B,9/22/2014,9/22/2017,MEDIA PLANNING GROUP USA LLC,,200 HUDSON STREET,NEW YORK,NY,10013,,,,NA,,",",,,ACCOUNT MANAGER,27-3099,"MEDIA AND COMMUNICATION WORKERS, ALL OTHER",541810,1,0,0,0,0,1,0,Y,64272,Year,,OES,2014,OFLC ONLINE DATA CENTER,70000,0,Year,N,N,,Y,NA,NEW YORK,NEW YORK,NY,10013,
410,12/16/2016,12/19/2016,H-1B,1/1/2017,12/31/2019,"IDHASOFT, INC.",,3372 ARCHGATE CT,ALPHARETTA,GA,30004,UNITED STATES OF AMERICA,,7702482999,NA,N,",",,,QA ANALYST,15-1132,"SOFTWARE DEVELOPERS, APPLICATIONS",541511,1,0,0,0,0,0,1,Y,58510,Year,Level I,OES,2016,OFLC ONLINE DATA CENTER,60000,90000,Year,Y,N,Y,,NA,DUNWOODY,DEKALB,GA,30338,
411,3/22/2017,3/27/2017,H-1B,7/1/2017,7/1/2018,RIO GRANDE,,7500 BLUEWATER NW,ALBUQUERQUE,NM,87121,UNITED STATES OF AMERICA,,5058393050,NA,Y,"KITSON, REBECCA",ALBUQUERQUE,NM,SAP/FICO BUSINESS ANALYST,15-2031,OPERATIONS RESEARCH ANALYSTS,33991,1,0,1,0,0,0,0,Y,52603,Year,Level I,OES,2016,OFLC ONLINE DATA CENTER,115000,0,Year,N,N,,Y,NA,ALBUQUERQUE,BERNALILLO,NM,87121,
412,3/13/2017,3/13/2017,H-1B,9/1/2017,8/30/2020,CLOUD BIG DATA TECHNOLOGIES LLC,,12200 FORD RD,DALLAS,TX,75234,UNITED STATES OF AMERICA,,2142695550,NA,N,",",,,COMPUTER SYSTEMS ANALYST,15-1121,COMPUTER SYSTEMS ANALYSTS,541511,1,1,0,0,0,0,0,Y,62754,Year,Level I,OES,2016,OFLC ONLINE DATA CENTER,65000,0,Year,N,N,,Y,NA,DALLAS,DALLAS,CO,75234,
413,9/15/2017,9/19/2017,H-1B,2/1/2018,1/31/2021,BALL STATE UNIVERSITY,,2000 W UNIVERSITY AVENUE,MUNCIE,IN,47306,,,,NA,,",",,,ASSISTANT PROFESSOR OF EDUCATIONAL PSYCHOLOGY,25-1066,"PSYCHOLOGY TEACHERS, POSTSECONDARY",611310,1,0,1,0,0,0,0,Y,45470,Year,,OES,2017,,60301,0,Year,N,N,,Y,NA,MUNCIE,DELAWARE,IN,47306,
414,2/27/2017,2/28/2017,H-1B,8/27/2017,8/26/2020,DESIGN SYSTEMS INC.,,38799 WEST 12 MILE ROAD,FARMINGTON HILLS,MI,48331,UNITED STATES OF AMERICA,,2484894300,NA,Y,"PRASAD, RAJESH",CHINO HILLS,CA,INDUSTRIAL ENGINEER,17-2112,INDUSTRIAL ENGINEERS,541420,1,1,0,0,0,0,0,Y,54954,Year,Level I,OES,2016,OFLC ONLINE DATA CENTER,59000,0,Year,N,N,,,NA,BELVIDERE,BOONE,IL,61008,
415,3/24/2017,3/25/2017,H-1B,9/23/2017,9/22/2020,EALEARN INC,,2 KILMER ROAD,EDISON,NJ,8817,UNITED STATES OF AMERICA,,7327498181,NA,N,",",,,NETWORK-NOC ENGINEER,15-1142,NETWORK AND COMPUTER SYSTEMS ADMINISTRATORS,541511,1,1,0,0,0,0,0,Y,71427,Year,Level I,Other,2016,OFLC ONLINE DATA CENTER,73000,0,Year,Y,N,Y,Y,NA,SANTA CLARA,"SANTA CLARA,",CA,95054,
416,5/22/2017,5/25/2017,H-1B,7/1/2017,6/30/2018,"UNIVERSITY OF CALIFORNIA, SAN FRANCISCO",INTERNATIONAL STUDENTS & SCHOLARS OFFICE,"1675 OWENS STREET, CC-290",SAN FRANCISCO,CA,94143,UNITED STATES OF AMERICA,,4154761773,NA,N,",",,,ASSOCIATE SPECIALIST,19-1021,BIOCHEMISTS AND BIOPHYSICISTS,611310,1,0,1,0,0,0,0,Y,47445,Year,Level I,OES,2016,OFLC ONLINE DATA CENTER,61848,0,Year,N,N,,,NA,SAN FRANCISCO,SAN FRANCISCO,CA,94115,
417,2/6/2017,2/7/2017,H-1B,8/8/2017,8/8/2020,WING PARTNERS LLC,,171 FIRST AVENUE FLOOR 5,NEW YORK,NY,10003,UNITED STATES OF AMERICA,,9175624558,NA,Y,"CONTE, NABELA",NEW YORK,NY,ARCHITECTURAL DRAFTER,17-3011,ARCHITECTURAL AND CIVIL DRAFTERS,54131,1,0,1,0,0,0,0,Y,56264,Year,Level III,OES,2017,OFCL ONLINE DATA CENTER,75000,0,Year,N,N,,Y,NA,NEW YORK,NEW YORK,NY,10003,
418,3/28/2017,3/28/2017,H-1B,9/27/2017,9/26/2020,"TIFFIN AVIATION SERVICES, INC.",,11 ACCESS WAY,NOGALES,AZ,85621,UNITED STATES OF AMERICA,,5202879120,NA,Y,"RIJAL, CHANDANI",CORONA,CA,ASSISTANT CHIEF FLIGHT INSTRUCTOR,25-1194,"VOCATIONAL EDUCATION TEACHERS, POSTSECONDARY",611512,1,1,0,0,0,0,0,Y,43077,Year,Level II,OES,2016,OFLC ONLINE DATA CENTER,43077,0,Year,N,N,,Y,NA,NOGALES,SANTA CRUZ,AZ,85621,
419,5/11/2017,5/12/2017,E-3 Australian,7/5/2017,7/4/2019,DUCKWORTH INC,,37 E MAIN ST,BOZEMAN,MT,59715-6244,UNITED STATES OF AMERICA,,7603906237,NA,Y,"SALTER, MICHELLE",SEATTLE,WA,WOOLEN TEXTILES R&D MANAGER,Nov-51,INDUSTRIAL PRODUCTION MANAGERS,315990,1,0,0,1,0,0,0,Y,57.32,Hour,Level IV,OES,2016,OFLC ONLINE DATA CENTER,57.69,0,Hour,,,,,NA,HUNTERSVILLE,MECKLENBURG,NC,28078,
420,11/4/2013,10/17/2016,H-1B,12/30/2013,12/29/2016,CUMMINS INC.,,2931 ELM HILL PIKE,NASHVILLE,TN,37214,UNITED STATES OF AMERICA,,6159862590,NA,Y,"PETERSON-ROSS, CHERI",CHICAGO,IL,ELECTRONICS ENGINEER,17-2072,"ELECTRONICS ENGINEERS, EXCEPT COMPUTER",3336,1,0,0,0,0,0,1,Y,71552,Year,Level II,OES,2013,OFLC ONLINE DATA CENTER,71552,72100,Year,N,N,,,NA,COLUMBUS,BARTHOLOMEW,IN,47201,
421,3/23/2017,3/27/2017,H-1B,9/22/2017,9/21/2020,"INTEGRATED DECISIONS AND SYSTEMS, INC.",,8500 NORMANDALE LAKE BOULEVARD,MINNEAPOLIS,MN,55437,UNITED STATES OF AMERICA,,9526984259,NA,Y,"COFFEY, JUSTIN",RALEIGH,NC,SENIOR ASSOCIATE RESEARCH SCIENTIST,15-2031,OPERATIONS RESEARCH ANALYSTS,541511,1,1,0,0,0,0,0,Y,88774,Year,Level III,OES,2016,OFLC ONLINE DATA CENTER,88774,98000,Year,N,N,,Y,NA,BLOOMINGTON,HENNEPIN,MN,55437,
422,8/10/2017,8/10/2017,H-1B,9/15/2017,9/14/2020,UNIVERSITY OF MARYLAND COLLEGE PARK,,1126 H.J. PATTERSON,COLLEGE PARK,MD,20742,,,,NA,,",",,,POST DOCTORAL ASSOCIATE,17-2074,"ELECTRICAL ENGINEERS, R&D",611310,1,1,0,0,0,0,0,Y,42786,Year,,OES,2017,OFLC ONLINE DATA CENTER,65000,0,Year,N,N,,,NA,COLLEGE PARK,PRINCE GEORGES,MD,20742,
423,10/4/2016,10/4/2016,H-1B,4/5/2017,9/30/2018,IBM INDIA PRIVATE LIMITED,,3039 CORNWALLIS ROAD,DURHAM,NC,27709,UNITED STATES OF AMERICA,,9192541504,NA,N,",",,,SAP TECHNICAL CONSULTANT,15-1131,COMPUTER PROGRAMMERS,54151,1,1,0,0,0,0,0,Y,60570,Year,Level II,OES,2015,OFLC ONLINE DATA CENTER,63877,67813,Year,N,N,,,NA,CHICAGO,COOK,IL,60606,
424,9/22/2015,8/22/2017,H-1B,9/28/2015,9/28/2018,"APPDYNAMICS, INC.",,303 SECOND STREET,SAN FRANCISCO,CA,94107,,,,NA,,",",,,SENIOR SOFTWARE ENGINEER,15-1132,"SOFTWARE DEVELOPERS, APPLICATIONS",54151,1,0,0,0,0,1,0,Y,117603,Year,,OES,2015,OFLC ONLINE DATA CENTER,165000,0,Year,Y,N,Y,Y,NA,SAN FRANCISCO,SAN FRANCISCO,CA,94107,
425,3/17/2017,3/19/2017,H-1B,9/16/2017,9/16/2020,"TEKSHAPERS, INC.",,1441 E MAPLE ROAD,TROY,MI,48083,UNITED STATES OF AMERICA,,2485654747,100,Y,"LOWRY, SARA",WEST BLOOMFIELD,MI,DATA ANALYST,15-1199,"COMPUTER OCCUPATIONS, ALL OTHER",54151,1,1,0,0,0,0,0,Y,60798,Year,Level III,OES,2016,OFLC ONLINE DATA CENTER,61000,0,Year,Y,N,Y,,NA,JACKSONVILLE,DUVAL,FL,32258,
426,10/7/2016,10/7/2016,H-1B,11/15/2016,5/14/2018,TURN INC.,,901 MARSHALL STREET,REDWOOD CITY,CA,94063,UNITED STATES OF AMERICA,,6503534399,NA,Y,"ATKIN, JOSEPH",SAN FRANCISCO,CA,SCIENTIST I,15-1111,COMPUTER AND INFORMATION RESEARCH SCIENTISTS,541512,1,0,0,0,0,1,0,Y,141669,Year,Level IV,OES,2016,OFLC ONLINE DATA CENTER,141669,170000,Year,N,N,,,NA,REDWOOD CITY,SAN MATEO,CA,94063,
427,3/18/2016,8/1/2017,H-1B,9/2/2016,9/1/2019,IDENTITY AND ACCESS SOLUTIONS,,1 INTERNATIONAL BLVD,MAHWAH,NJ,7495,,,,NA,,",",,,PROGRAMMER/ANALYST,15-1131,COMPUTER PROGRAMMERS,541511,1,1,0,0,0,0,0,Y,58053,Year,,Other,2015,OFLC ONLINE DATA CENTER,58053,0,Year,N,N,,,NA,MAHWAH,BERGEN,NJ,7495,
428,3/2/2017,3/2/2017,H-1B,9/1/2017,8/31/2020,"RINGCENTRAL, INC.",,20 DAVIS DRIVE,BELMONT,CA,94002,UNITED STATES OF AMERICA,,6504223750,NA,Y,"HERIDIS, GEORGE",SAN JOSE,CA,SRE TOOLS MANAGER,15-1143,COMPUTER NETWORK ARCHITECTS,517212,1,1,0,0,0,0,0,Y,89690,Year,Level II,OES,2017,OFLC ONLINE DATA CENTER,94500,0,Year,N,N,,,NA,CENTENNIAL,ARAPAHOE,CO,80112,
429,3/29/2017,3/29/2017,H-1B,9/16/2017,9/15/2020,"INFISUNERGY IT, INC",,5 INDEPENDENCE WAY,PRINCETON,NJ,8540,UNITED STATES OF AMERICA,,7323292588,NA,N,",",,,COMPUTER USER SUPPORT SPECIALIST,15-1151,COMPUTER USER SUPPORT SPECIALISTS,541511,1,1,0,0,0,0,0,Y,72738,Year,Level IV,OES,2017,OFLC ONLINE DATA CENTER,74000,80000,Year,Y,N,Y,Y,NA,PRINCETON,MERCER,NJ,8540,
430,2/24/2017,2/25/2017,H-1B,8/1/2017,8/1/2020,PROSWIFT CONSULTING LLC,,2140 PERALTA BLVD.,FREMONT,CA,94536,UNITED STATES OF AMERICA,,5103867844,NA,Y,"KAMAT, LEENA",DUBLIN,CA,COMPUTER SYSTEMS ANALYST,15-1121,COMPUTER SYSTEMS ANALYSTS,541519,1,1,0,0,0,0,0,Y,76835,Year,Level I,OES,2016,OFLC ONLINE DATA CENTER,76835,0,Year,Y,N,Y,,NA,SAN FRANCISCO,SAN FRANCISCO,CA,94105,
431,3/17/2017,3/17/2017,H-1B,9/5/2017,9/5/2020,PARAM INFORMATION SYSTEMS INC.,,9466 BLACK MOUNTAIN ROAD,SAN DIEGO,CA,92126,UNITED STATES OF AMERICA,,8582514251,NA,Y,"BAGHANI, PANTEHA",SAN DIEGO,CA,PROGRAMMER ANALYST,15-1131,COMPUTER PROGRAMMERS,541519,1,1,0,0,0,0,0,Y,59821,Hour,Level I,OES,2016,OFLC ONLINE DATA CENTER,60000,0,Year,Y,N,Y,,NA,ELLICOTT CITY,HOWARD,MD,21043,
432,4/4/2017,4/7/2017,H-1B,9/23/2017,9/22/2020,"SRIVEN SYSTEMS, INC",,7157 COLLEYVILLE BLVD,COLLEYVILLE,TX,76034,UNITED STATES OF AMERICA,,6313930300,NA,N,",",,,SR. PROGRAMMER ANALYST,15-1131,COMPUTER PROGRAMMERS,541511,1,0,1,0,0,0,0,Y,50523,Year,Level I,Other,2016,OFLC ONLINE DATA CENTER,80000,0,Year,Y,N,Y,,NA,GLEN ALLEN,HENRICO,VA,23060,
433,4/21/2017,4/21/2017,H-1B,5/8/2017,5/7/2020,AETNA RESOURCES LLC,,151 FARMINGTON AVENUE,HARTFORD,CT,6156,UNITED STATES OF AMERICA,,8602730740,NA,Y,"WEINTRAUB, FREDDI",NEW YORK,NY,PRINCIPAL DATA SCIENTIST,21-Nov,MARKETING MANAGERS,524114,1,0,0,0,0,0,1,Y,120390,Year,Level II,OES,2016,OFLC ONLINE DATA CENTER,140000,0,Year,N,N,,,NA,PRINCETON,MERCER,NJ,8540,
434,5/16/2017,5/17/2017,H-1B,9/1/2017,8/31/2020,SALIGRAM SYSTEMS INC,,666 PLAINSBORO RD,PLAINSBORO,NJ,8536,UNITED STATES OF AMERICA,,7327896967,NA,N,",",,,SOFTWARE DEVELOPER,15-1132,"SOFTWARE DEVELOPERS, APPLICATIONS",541511,1,0,1,0,0,0,0,Y,69805,Year,Level I,Other,2016,OFLC ONLINE DATA CENTER,72000,0,Year,Y,N,Y,Y,NA,WILMINGTON,NEW CASTLE,DE,19801,
435,3/12/2016,5/10/2017,H-1B,7/20/2016,7/19/2019,"KEYSERIES, LLC",,110 WASHINGTONE AVE,NORTH HAVEN,CT,6473,UNITED STATES OF AMERICA,,8504439484,NA,Y,"FINK, NICOLE",WOBURN,MA,PROGRAMMER ANALYST,15-1131,COMPUTER PROGRAMMERS,541512,1,1,0,0,0,0,0,Y,67330,Year,Level II,Other,2015,OFLC ONLINE DATA CENTER,67330,0,Year,N,N,,,NA,PRIOR LAKE,SCOTT,MN,55372,
436,3/8/2017,3/13/2017,H-1B,9/7/2017,9/6/2020,BARCLAYS CAPITAL INC.,,745 SEVENTH AVENUE,NEW YORK,NY,10019,UNITED STATES OF AMERICA,,2124124000,NA,Y,"SYED, ZARINA",NEW YORK,NY,"AVP, AGENCY DERIVATIVE SERVICES",15-1132,"SOFTWARE DEVELOPERS, APPLICATIONS",523110,1,1,0,0,0,0,0,Y,90813,Year,Level II,OES,2016,OFLC ONLINE DATA CENTER,100250,160000,Year,N,N,,,NA,NEW YORK,NEW YORK,NY,10019,
437,1/19/2017,1/19/2017,H-1B,2/26/2017,2/25/2020,DIZER CORP,,1912 MENTOR AVENUE,PAINESVILLE,OH,44077,UNITED STATES OF AMERICA,,4403680200,201,N,",",,,PROGRAMMER ANALYST,15-1131,COMPUTER PROGRAMMERS,541511,1,0,0,0,0,0,1,Y,53206,Year,Level I,Other,2017,OFLC ONLINE DATA CENTER,53206,0,Year,Y,N,Y,Y,NA,DES MOINES,POLK COUNTY,IA,50309,
438,3/16/2017,3/20/2017,H-1B,8/30/2017,8/29/2020,YBRANT TECHNOLOGIES LLC.,,300 N. POTTSTOWN PIKE,EXTON,PA,19341,UNITED STATES OF AMERICA,,7326662556,NA,N,",",,,PROGRAMMER ANALYST,15-1121,COMPUTER SYSTEMS ANALYSTS,541511,10,10,0,0,0,0,0,Y,62234,Year,Level I,OES,2016,OFLC ONLINE DATA CENTER,64000,0,Year,N,N,,Y,NA,EXTON,CHESTER,WA,19341,
439,7/24/2017,7/25/2017,H-1B,7/24/2017,7/23/2020,S&R PROFESSIONALS L.P.,,11200 WESTHEIMER ROAD,HOUSTON,TX,77042,,,,NA,,",",,,QUALITY ASSURANCE TESTER AND AUTOMATION DEVELOPER,15-1199,"COMPUTER OCCUPATIONS, ALL OTHER",541511,1,0,0,0,0,0,1,Y,35.35,Hour,,Other,2016,OFLC ONLINE DATA CENTER,35.35,0,Hour,Y,N,Y,Y,NA,CINCINNATI,HAMILTON,OH,45202,
440,7/28/2016,12/7/2016,H-1B,10/1/2016,7/7/2019,"NOMIS SOLUTIONS, INC.",,1111 BAYHILL DRIVE,SAN BRUNO,CA,94066,UNITED STATES OF AMERICA,,6505889800,NA,Y,"JEWELL, PHYLLIS",SAN FRANCISCO,CA,SOFTWARE DEVELOPMENT AND TEST ENGINEER,15-1199,"COMPUTER OCCUPATIONS, ALL OTHER",541512,1,0,0,0,0,0,1,Y,65042,Year,Level I,OES,2016,OFLC ONLINE DATA CENTER,86500,90000,Year,Y,N,Y,,NA,SAN BRUNO,SAN MATEO COUNTY,CA,94066,
441,3/12/2017,3/12/2017,H-1B,9/11/2017,9/11/2020,CBS INTERACTIVE,,235 SECOND ST,SAN FRANCISCO,CA,94105,UNITED STATES OF AMERICA,,4153442226,NA,Y,"BAY, RYAN",CHICAGO,IL,JAVA SOFTWARE ENGINEER,15-1132,"SOFTWARE DEVELOPERS, APPLICATIONS",519130,1,1,0,0,0,0,0,Y,80184,Year,Level I,OES,2016,OFLC ONLINE DATA CENTER,83200,0,Year,N,N,,,NA,SAN FRANCISCO,SAN FRANCISCO,CA,94105,
442,4/19/2017,4/19/2017,H-1B,4/19/2017,8/17/2019,OPENWAVE COMPUTING LLC,,1220 BROADWAY,NEW YORK,NY,10001,UNITED STATES OF AMERICA,,2129674708,NA,Y,"DORNBAUM, NEIL",MILLBURN,NJ,COMPUTER SYSTEMS ANALYST,15-1121,COMPUTER SYSTEMS ANALYSTS,54151,1,0,0,1,0,0,0,Y,64147,Year,Level I,OES,2016,OFLC ONLINE DATA CENTER,64147,0,Year,Y,N,Y,,NA,PARSIPPANY,MORRIS,NJ,7054,
443,2/6/2017,2/7/2017,H-1B,8/6/2017,8/6/2020,"CISCO SYSTEMS, INC.",,170 WEST TASMAN DRIVE,SAN JOSE,CA,95134,UNITED STATES OF AMERICA,,4085264000,NA,Y,"MIZUSHIMA, ALLISON",SANTA CLARA,CA,CNG MEMBER TECHNICAL STAFF,17-2061,COMPUTER HARDWARE ENGINEERS,334111,1,1,0,0,0,0,0,Y,127150,Year,Level IV,OES,2016,OFLC ONLINE DATA CENTER,127150,167500,Year,N,N,,Y,NA,SAN FRANCISCO,SAN FRANCISCO,CA,94158,
444,9/29/2016,10/5/2016,H-1B,10/24/2016,10/23/2019,"AMERICAN EXPRESS TRAVEL RELATED SERVICES COMPANY, INC.",,200 VESEY STREET,NEW YORK,NY,10285,UNITED STATES OF AMERICA,,2126402000,NA,N,",",,,TECHNICAL PROJECT MANAGER,15-1121,COMPUTER SYSTEMS ANALYSTS,522210,1,0,0,0,0,1,0,Y,92934,Year,Level IV,OES,2016,OFLC ONLINE DATA CENTER,120000,0,Year,N,N,,Y,NA,FORT LAUDERDALE,BROWARD,FL,33337,
445,7/21/2017,7/21/2017,H-1B,10/13/2017,10/12/2020,"I3INFOTEK, INC.",,120 WOOD AVE S,ISELIN,NJ,8830,,,,NA,,",",,,SENIOR PROGRAMMER-ANALYST,15-1131,COMPUTER PROGRAMMERS,541511,1,0,1,0,0,0,0,Y,72280,Year,,OES,2017,OFLC ONLINE DATA CENTER,73000,0,Year,N,N,,Y,NA,BATON ROUGE,EAST BATON ROUGE,LA,70809,
446,12/9/2016,12/9/2016,H-1B,2/18/2017,2/18/2020,SRK SYSTEMS INC.,,1811 W.DIEHL  RD,NAPERVILLE,IL,60563,UNITED STATES OF AMERICA,,6305323339,NA,Y,"ALEMU, SAMUEL",SCHAUMBURG,IL,PROGRAMMER ANALYST/JAVA DEVELOPER,15-1132,"SOFTWARE DEVELOPERS, APPLICATIONS",541511,1,0,1,0,0,0,0,Y,87027,Year,Level III,OES,2016,OFLC ONLINE DATA CENTER,90265,0,Year,Y,N,Y,Y,NA,NAPERVILLE,DUPAGE,IL,60563,
447,6/22/2017,6/23/2017,H-1B,7/10/2017,2/2/2018,"MCMILLEN JACOBS ASSOCIATES, INC.",,1404 SHORELINE DRIVE,BOISE,ID,83702,UNITED STATES OF AMERICA,,2083424214,NA,Y,"MCCALL, GREGORY",SEATTLE,WA,STRUCTURAL ENGINEER,17-2051,CIVIL ENGINEERS,237990,1,0,0,0,0,0,1,N,40.19,Hour,Level III,OES,2017,OFLC ONLINE DATA CENTER,40.2,0,Hour,N,N,,Y,NA,PORTLAND,MULTNOMAH,OR,97201,
448,9/25/2017,9/28/2017,H-1B,10/2/2017,10/1/2020,IBM CORPORATION,,3039 E CORNWALLIS ROAD,DURHAM,NC,27709,,,,NA,,",",,,MANAGING CONSULTANT,15-1121,COMPUTER SYSTEMS ANALYSTS,54151,1,0,0,0,0,0,1,Y,81598,Year,,OES,2017,OFLC ONLINE DATA CENTER,115280,168910,Year,N,N,,,NA,SAN RAMON,CONTRA COSTA,CA,94583,
449,6/7/2017,6/9/2017,H-1B,6/7/2017,6/6/2020,"CONVISO, INC",,312 EAST MAIN STREET #200,LURAY,VA,22835,UNITED STATES OF AMERICA,,8552773777,NA,N,",",,,SENIOR SOFTWARE DEVELOPER,15-1132,"SOFTWARE DEVELOPERS, APPLICATIONS",541511,1,0,0,0,0,0,1,Y,90688,Year,Level II,OES,2016,OFLC ONLINE DATA CENTER,91600,0,Year,N,N,,Y,NA,BETHESDA,MONTGOMERY,MD,20817,
450,3/27/2017,3/27/2017,H-1B,3/27/2017,3/26/2020,PEOPLE TECH GROUP INC.,,1110 112TH AVENUE NE,BELLEVUE,WA,98052,UNITED STATES OF AMERICA,,4256438174,NA,N,",",,,PROGRAMMER ANALYST,15-1121,COMPUTER SYSTEMS ANALYSTS,541511,1,0,0,0,0,1,0,Y,52478,Year,Level I,OES,2016,OFLC ONLINE DATA CENTER,70000,0,Year,Y,N,Y,Y,NA,WARREN,MACOMB,MI,48090,
451,7/14/2016,5/9/2017,H-1B,7/18/2016,7/18/2019,"NIKE, INC.",,ONE BOWERMAN DRIVE,BEAVERTON,OR,97005,UNITED STATES OF AMERICA,,5036714301,NA,Y,"LAMORTICELLA, MELINA",PORTLAND,OR,SOLUTION ARCHITECT - COMMERCE,15-1132,"SOFTWARE DEVELOPERS, APPLICATIONS",316219,1,0,0,0,0,0,1,Y,118726,Year,Level IV,OES,2016,OFLC ONLINE DATA CENTER,140311,0,Year,N,N,,,NA,BEAVERTON,WASHINGTON,OR,97005,
452,3/17/2017,3/17/2017,H-1B,9/15/2017,9/15/2020,ALLRECIPES.COM,,413 PINE STREET,SEATTLE,WA,98101,UNITED STATES OF AMERICA,,2062923990,NA,Y,"CHESSER, LORI",DES MOINES,IA,"BUSINESS ANALYST, AUDIENCE INSIGHTS",15-1199,"COMPUTER OCCUPATIONS, ALL OTHER",541519,1,1,0,0,0,0,0,Y,65666,Year,Level II,OES,2017,OFLC ONLINE DATA CENTER,90000,0,Year,N,N,,Y,NA,SEATTLE,KING,WA,98101,
